PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,
11,7/29/2019,7:11:27 PM,3,3,"Holton, Tyler",663947,Left,HIL_HOP,"Tingelstad, Trent",690189,Left,EVE_AQU,Windup,1,Top,2,0,2,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,75.9653073949391,-0.192402529767843,1.7857612455955,2654.5126105013,318.400924161909,4:30,6.20476912211621,-1.36018076652072,6.36661381254727,-59.1178714397644,-10.9137989829643,9.64917136826702,1.10117163172635,1.08745332158746,69.4227244227634,-11.3580099733566,3.63234438631105,0.499704641779592,,,,,,,,,,,,-4.715495554583,-5.95247998858555,1.22688294272243,50.0000000000001,6.16350803139029,-3.68460065784708,-110.486177488763,-1.84110630000893,-5.70817813348597,23.4851798951381,-39.3796149104977,HIL_HOP,EVE_AQU,RonTonkinField,ShortSeasonA,NWL,20190729-RonTonkinField-1,52cd90bb-b26f-11e9-9fc1-7c67a28b8f89,
12,7/29/2019,7:11:45 PM,3,4,"Holton, Tyler",663947,Left,HIL_HOP,"Tingelstad, Trent",690189,Left,EVE_AQU,Windup,1,Top,2,1,2,ChangeUp,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,79.4971838191904,-0.820126994803708,2.39233481210978,1631.65196549827,133.283777173302,10:30,5.81266349454185,-1.6283730785424,6.65229708108038,-30.1164180857993,13.146457385332,-14.0017877017497,2.55178070514393,-0.604756852294906,72.0799353264363,-6.57636703320658,-0.295654521855108,0.473401041541762,,,,,,,,,,,,8.54270609317355,7.57006758570482,1.47339178221272,50,5.74525835917744,-4.48788569436385,-115.680024403356,-2.39953932389188,11.4244979360666,24.2122012144568,-22.0502984747228,HIL_HOP,EVE_AQU,RonTonkinField,ShortSeasonA,NWL,20190729-RonTonkinField-1,61b2666d-b26f-11e9-9fc1-7c67a28b8f89,
13,7/29/2019,7:14:28 PM,1,1,"Then, Juan",672730,Right,EVE_AQU,"Martinez, Ricky",686980,Right,HIL_HOP,Windup,1,Bottom,0,0,0,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,93.3361519772994,-2.84608171748166,-3.92735939318458,2496.33038223471,192.937452245874,12:30,5.75470957135995,2.63560935090915,6.54673299904254,-9.98129606925064,21.6004143441911,4.96883883427548,2.3050250955575,-0.557024012401302,84.5190022959399,-4.74792166554759,-2.97993893228412,0.404472818965842,,,,,,,,,,,,-3.95233671669262,12.8285630982832,-2.36643243807871,50,5.55347855185745,9.15298204597548,-135.466214335117,-7.04609947997665,-7.2744036071719,32.2254460740466,-8.56266309859532,HIL_HOP,EVE_AQU,RonTonkinField,ShortSeasonA,NWL,20190729-RonTonkinField-1,be21573b-b26f-11e9-9fc1-7c67a28b8f89,
14,7/29/2019,7:14:46 PM,1,2,"Then, Juan",672730,Right,EVE_AQU,"Martinez, Ricky",686980,Right,HIL_HOP,Windup,1,Bottom,0,0,1,Fastball,Undefined,InPlay,Undefined,GroundBall,Single,0,0,,95.2802512554525,-2.07425337949107,-3.83071040332775,2302.85269110136,215.333234871569,1:15,5.54415807906137,2.42647122620632,6.59804344743181,-16.3699882748486,13.944424017828,9.90555668771245,2.27484993715477,-0.262307005089175,86.0032219501078,-5.20456353458574,-1.93439683693222,0.396274470947647,94.9094925641286,4.0096909114016,20.6423296699285,2950.09376022691,100.861576807332,1.48935019705593,43.8965007050336,122.446306905136,119.607811045648,23.8319796821923,0.989176635742188,-6.71738640806783,8.40111789056957,-2.16943618257773,50,5.39570940707457,8.96920307241743,-138.362888919256,-5.51058424246123,-12.8440391203475,34.8101163880487,-16.1106155058127,HIL_HOP,EVE_AQU,RonTonkinField,ShortSeasonA,NWL,20190729-RonTonkinField-1,ce1b12f4-b26f-11e9-9fc1-7c67a28b8f89,
15,7/29/2019,7:15:25 PM,2,1,"Then, Juan",672730,Right,EVE_AQU,"Leyton, Steven",667351,Right,HIL_HOP,Stretch,1,Bottom,0,0,0,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,76.8419943611599,1.80064710263793,-1.77509237734168,2505.2302762843,95.3512021977875,9:15,5.81383095903198,2.64177460922532,6.12199953068084,-45.6435054898703,1.16481740937328,-12.9053665177576,3.67594068511712,-0.0749644816964671,70.5765542936223,-6.78233011265888,-4.2094753321495,0.49241702374546,,,,,,,,,,,,6.51913788512365,0.124044183478404,-2.49938490601373,50.0000000000001,5.9276180371193,3.81064720852652,-111.793212314399,2.29228980160736,8.23611718385491,20.4730365610909,-32.0173342102843,HIL_HOP,EVE_AQU,RonTonkinField,ShortSeasonA,NWL,20190729-RonTonkinField-1,e1e943b3-b26f-11e9-9fc1-7c67a28b8f89,
16,7/29/2019,7:16:07 PM,2,2,"Then, Juan",672730,Right,EVE_AQU,"Leyton, Steven",667351,Right,HIL_HOP,Stretch,1,Bottom,0,1,0,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,92.8815489970303,-1.13860095672486,-3.46989568618051,2320.57341904418,209.296344063731,1:00,5.71550163141533,2.75883328927747,6.75205708124029,-18.753972627556,12.7722598680037,7.18301804497431,3.11070399026939,0.184374903946427,84.2299048356184,-4.7287979270745,-2.09364125085116,0.404117404824336,67.9649483233577,53.6771728584961,177.392290213671,4692.2681583787,-109.99552571992,65.8696005854436,-0.973037737337348,182.252188407627,31.8499219147636,-178.63415669416,3.75372741699216,-5.06421080450888,7.46975573606868,-2.53445476773334,50,5.63358412338008,7.98707856796926,-135.06604642874,-3.21854752861603,-9.26846000023165,31.958997557306,-18.5029880647123,HIL_HOP,EVE_AQU,RonTonkinField,ShortSeasonA,NWL,20190729-RonTonkinField-1,fcbe4aa7-b26f-11e9-9fc1-7c67a28b8f89,
17,7/29/2019,7:16:32 PM,2,3,"Then, Juan",672730,Right,EVE_AQU,"Leyton, Steven",667351,Right,HIL_HOP,Stretch,1,Bottom,0,1,1,Fastball,Undefined,InPlay,Undefined,FlyBall,Single,0,0,,93.5991730820966,-0.915597008551268,-3.59968403099489,2362.6862159719,221.789484145473,1:30,5.76722963736563,2.63552754380688,6.6311059282894,-17.8376454323471,13.1980765183448,11.8221650310918,3.44085486797512,0.321063723845488,85.2440456535105,-4.3166157217886,-1.3451408262062,0.400961288133088,65.2131170419345,30.0936494318571,-6.41834699856964,3404.57981309409,109.74444621353,42.0493547925055,-7.49293732948206,213.027282962759,212.284428175762,-2.51331201714917,3.48475158691403,-7.59101473790827,7.58104964873166,-2.39713432839535,50,5.69787977916826,8.21592750033677,-136.11773309061,-2.70341817393616,-14.1942024799338,30.8130897439,-17.9984794869677,HIL_HOP,EVE_AQU,RonTonkinField,ShortSeasonA,NWL,20190729-RonTonkinField-1,0ea2340a-b270-11e9-9fc1-7c67a28b8f89,
18,7/29/2019,7:17:24 PM,3,1,"Then, Juan",672730,Right,EVE_AQU,"Marriaga, Jesus",667354,Right,HIL_HOP,Stretch,1,Bottom,0,0,0,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,79.6874624336408,-0.476107814187541,-2.91773163138861,2439.97910984352,67.2779115161978,8:15,5.77953595484885,2.48290868379735,6.17784001299987,-47.6838951618611,-3.79664324017463,-8.96781086104175,1.36568172084935,-0.960836136581859,72.9427648256229,-9.43803601339684,-4.61762926036205,0.476804902474963,,,,,,,,,,,,3.98299020691956,-1.92522196986214,-2.25814132476563,50,5.71944443700169,6.14749242883039,-115.820951137425,-2.26280739135098,5.34214267522585,24.1763355056613,-34.7562317680827,HIL_HOP,EVE_AQU,RonTonkinField,ShortSeasonA,NWL,20190729-RonTonkinField-1,29798e51-b270-11e9-9fc1-7c67a28b8f89,
19,7/29/2019,7:17:43 PM,3,2,"Then, Juan",672730,Right,EVE_AQU,"Marriaga, Jesus",667354,Right,HIL_HOP,Stretch,1,Bottom,0,1,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.6224439554647,-2.44985822833402,-4.3829310859605,2259.00689229936,214.339413114733,1:15,5.81370880362638,2.57926279971031,6.60700599446102,-14.2701102778469,17.9076841094263,12.2545216523415,2.37284624449495,-0.421537820300308,83.3939208929762,-5.18288238845153,-2.03610400767634,0.408272054717965,,,,,,,,,,,,-8.2246317702676,10.7409449115833,-2.28608012168135,50,5.64077378456208,9.94488073108816,-134.364424127352,-6.17732966657739,-14.8045900485532,33.2892814225391,-12.8400174907563,HIL_HOP,EVE_AQU,RonTonkinField,ShortSeasonA,NWL,20190729-RonTonkinField-1,326c7bfd-b270-11e9-9fc1-7c67a28b8f89,
20,7/29/2019,7:18:06 PM,3,3,"Then, Juan",672730,Right,EVE_AQU,"Marriaga, Jesus",667354,Right,HIL_HOP,Stretch,1,Bottom,0,1,1,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,88.4298056072781,-3.89110035495106,-5.8299547571998,2179.99966047367,219.630913768838,1:15,5.60682197072864,2.54197828175694,6.86450581248072,-22.7486918981912,12.2829321969971,10.199771230154,0.140944296089552,-1.93968997538322,80.3916985082387,-8.22136556536723,-3.88039930419851,0.425992207074969,,,,,,,,,,,,-7.50976185759051,8.08244331224658,-2.17466437538238,50.0000000000001,5.3499679512529,12.7949848232067,-127.911026504345,-9.33709674623832,-12.3159633083235,28.8743396434309,-18.9188911808846,HIL_HOP,EVE_AQU,RonTonkinField,ShortSeasonA,NWL,20190729-RonTonkinField-1,4450df9f-b270-11e9-9fc1-7c67a28b8f89,
21,7/29/2019,7:18:44 PM,3,4,"Then, Juan",672730,Right,EVE_AQU,"Marriaga, Jesus",667354,Right,HIL_HOP,Stretch,1,Bottom,0,2,1,Fastball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,94.8838202458666,-2.39947491511437,-2.46068783546396,2402.40080365016,210.97521710323,1:00,5.82817242418461,2.44802643883395,6.47553441473172,-12.1184883189712,18.4205118236921,11.0745546041045,2.6118799487098,1.11021773649629,85.9379939036277,-4.70860275012201,-0.345503237169799,0.397739684912046,,,,,,,,,,,,-6.86712822611695,10.9047190460285,-2.28006321232156,50,5.65403957658466,5.58871125927454,-137.941000016019,-6.15657448980756,-13.104254906722,33.4338880737062,-11.3650271780506,HIL_HOP,EVE_AQU,RonTonkinField,ShortSeasonA,NWL,20190729-RonTonkinField-1,56348aa7-b270-11e9-9fc1-7c67a28b8f89,
22,7/29/2019,7:19:07 PM,3,5,"Then, Juan",672730,Right,EVE_AQU,"Marriaga, Jesus",667354,Right,HIL_HOP,Stretch,1,Bottom,0,2,2,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,94.5089386551976,-2.4419863152504,-2.53585448877586,2426.01379072221,213.204663136309,1:00,5.72575625574109,2.49009037069789,6.42808005148091,-16.5361642732628,14.4730474521712,9.49166156119631,2.10003183796416,0.949126068533156,85.2304522105431,-5.59473673132865,-0.719537906007886,0.400790004137203,,,,,,,,,,,,-6.05875171770158,8.77845760185513,-2.31410420174702,50,5.54450502622686,5.79093617072312,-137.323543879072,-6.36880721876,-11.3899533819874,34.8118527429634,-15.6712724880931,HIL_HOP,EVE_AQU,RonTonkinField,ShortSeasonA,NWL,20190729-RonTonkinField-1,681681a5-b270-11e9-9fc1-7c67a28b8f89,
23,7/29/2019,7:19:31 PM,3,6,"Then, Juan",672730,Right,EVE_AQU,"Marriaga, Jesus",667354,Right,HIL_HOP,Stretch,1,Bottom,0,2,2,Curveball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.2022251737624,1.50406483266653,-1.28564507524366,2386.86930659543,89.6688772979621,9:00,5.77562763613389,2.60373367406289,6.04360656643579,-44.6566757092126,-0.10696589418263,-11.2608454862564,3.44721495621169,0.475013947712555,72.0531921687089,-6.92570087532183,-3.41935480641962,0.480389999708349,,,,,,,,,,,,5.72363012502617,-0.526389868217244,-2.49771389335375,50,5.86869976615553,2.89829165442851,-115.181844071943,1.78255157818656,7.601290083498,23.6762881762166,-32.8731227450015,HIL_HOP,EVE_AQU,RonTonkinField,ShortSeasonA,NWL,20190729-RonTonkinField-1,77821c09-b270-11e9-9fc1-7c67a28b8f89,
24,7/29/2019,7:20:11 PM,4,1,"Then, Juan",672730,Right,EVE_AQU,"Robinson, Kristian",677565,Right,HIL_HOP,Stretch,1,Bottom,1,0,0,Curveball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.7803084370612,0.448436113634764,-2.90371937891085,2505.5846099982,48.0957023617812,7:30,5.72298369240048,2.7152688409602,6.18968804804502,-50.594156786185,-5.96328661555066,-6.59842724307237,1.92131667959289,-0.517454674906541,72.4174162278281,-9.05576473046871,-4.15159642609868,0.48082738619439,,,,,,,,,,,,2.7415022298109,-3.38904831147175,-2.49336083294956,50,5.73113706207419,5.98870475496344,-114.552343552646,-0.469230044075934,3.61962065185244,22.4185624458673,-36.648627903818,HIL_HOP,EVE_AQU,RonTonkinField,ShortSeasonA,NWL,20190729-RonTonkinField-1,8bdec54e-b270-11e9-9fc1-7c67a28b8f89,
25,7/29/2019,7:20:32 PM,4,2,"Then, Juan",672730,Right,EVE_AQU,"Robinson, Kristian",677565,Right,HIL_HOP,Stretch,1,Bottom,1,0,1,Curveball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.490249492818,-0.066681248927394,-2.59715635488581,2498.91534154553,72.3634136894394,8:30,5.86220622627836,2.57882398838028,6.17255945979033,-47.4895111909013,-3.68761950169682,-11.4696060551825,1.84310714634776,-0.776951743484698,73.2021154295826,-8.96969432496436,-4.76360187438262,0.476340986586386,,,,,,,,,,,,5.49452268583716,-1.99213908322238,-2.37673425719057,49.9999999999999,5.83292562528601,5.55869663447741,-115.622018974171,-1.43514482124935,7.39810593232737,22.6350958271213,-34.8563663504033,HIL_HOP,EVE_AQU,RonTonkinField,ShortSeasonA,NWL,20190729-RonTonkinField-1,9b59e505-b270-11e9-9fc1-7c67a28b8f89,
26,7/29/2019,7:20:54 PM,4,3,"Then, Juan",672730,Right,EVE_AQU,"Robinson, Kristian",677565,Right,HIL_HOP,Stretch,1,Bottom,1,0,2,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,93.9167581861324,-0.610434030617163,-4.08417412583261,2364.31972741543,201.783337834816,12:45,5.72894188248653,2.43963122124974,6.83100626264577,-16.7301828905011,14.0290697778624,5.61805332066393,3.77663439440572,-0.823093805058763,85.1314240211918,-3.81810417990143,-3.00804901464992,0.39917139165611,80.0253068343858,43.8125418970941,136.063584612571,4728.12038613545,,,,,,,,-4.38224280557871,8.03013460115706,-2.17985104727497,50,5.68348899779709,9.59033597223758,-136.516370269043,-1.92687738862624,-8.1976515140608,32.5081979159759,-17.1524607549772,HIL_HOP,EVE_AQU,RonTonkinField,ShortSeasonA,NWL,20190729-RonTonkinField-1,a6b3136d-b270-11e9-9fc1-7c67a28b8f89,
27,7/29/2019,7:21:39 PM,4,4,"Then, Juan",672730,Right,EVE_AQU,"Robinson, Kristian",677565,Right,HIL_HOP,Stretch,1,Bottom,1,0,2,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,88.2401728860924,-2.06710267455335,-4.17519380687612,2094.02201304628,244.033103345813,2:15,5.70577595045166,2.47896128874243,6.81770765106776,-28.4707103046219,6.62627159263851,13.6735731550976,1.44179829480697,-0.196879623766469,79.9135045657093,-7.51663958466462,-1.54588392765997,0.426389404480839,,,,,,,,,,,,-8.99392477679895,4.37343896959473,-2.21538421357634,50,5.56186312729275,8.99457488705685,-128.129611207892,-5.38424084943965,-14.7321406506781,30.1002818289256,-25.0103108527938,HIL_HOP,EVE_AQU,RonTonkinField,ShortSeasonA,NWL,20190729-RonTonkinField-1,c1870d9e-b270-11e9-9fc1-7c67a28b8f89,
28,7/29/2019,7:22:01 PM,4,5,"Then, Juan",672730,Right,EVE_AQU,"Robinson, Kristian",677565,Right,HIL_HOP,Stretch,1,Bottom,1,1,2,Curveball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,81.2000073535802,-0.489421749483226,-1.71582157106389,2557.72897979501,62.8714992393688,8:00,5.7825134056467,2.48611362326624,6.10935420436781,-46.3274243732416,-4.13299349518585,-7.98924892291869,1.46918671565849,0.233508716493569,74.4198421622995,-9.19139567172947,-3.22982272422167,0.467518805974421,,,,,,,,,,,,3.82827675888002,-2.10217156767068,-2.35045333987709,50,5.72080085675996,3.76411293976368,-118.128335117644,-2.31712615569245,5.35772513022944,24.5104578046223,-35.1160661130342,HIL_HOP,EVE_AQU,RonTonkinField,ShortSeasonA,NWL,20190729-RonTonkinField-1,ca78a86a-b270-11e9-9fc1-7c67a28b8f89,
